"","country","year","sex","age","suicides_no","population","suicides_per_100k","HDI.for.year","gdp_for_year","gdp_per_capita"
"10872","Japan",2007,"male","25-34",2596,8501000,30.54,NA,4515264514431,37408
"10873","Japan",2007,"female","75+",1691,7913000,21.37,NA,4515264514431,37408
"10874","Japan",2007,"male","15-24",1252,6795000,18.43,NA,4515264514431,37408
"10875","Japan",2007,"female","55-74",3108,17338000,17.93,NA,4515264514431,37408
"10876","Japan",2007,"female","35-54",2303,16325000,14.11,NA,4515264514431,37408
"10877","Japan",2007,"female","25-34",1084,8212000,13.2,NA,4515264514431,37408
"10878","Japan",2007,"female","15-24",596,6430000,9.27,NA,4515264514431,37408
"10879","Japan",2007,"male","5-14",31,6027000,0.51,NA,4515264514431,37408
"10880","Japan",2007,"female","5-14",16,5732000,0.28,NA,4515264514431,37408
"10881","Japan",2008,"male","55-74",7894,16197000,48.74,NA,5037908465114,41773
"10882","Japan",2008,"male","35-54",7344,16657000,44.09,NA,5037908465114,41773
"10883","Japan",2008,"male","75+",2132,4965000,42.94,NA,5037908465114,41773
"10884","Japan",2008,"male","25-34",2651,8234000,32.2,NA,5037908465114,41773
"10885","Japan",2008,"female","75+",1673,8207000,20.39,NA,5037908465114,41773
"10886","Japan",2008,"male","15-24",1343,6650000,20.2,NA,5037908465114,41773
"10887","Japan",2008,"female","55-74",2885,17395000,16.59,NA,5037908465114,41773
"10888","Japan",2008,"female","25-34",1203,7933000,15.16,NA,5037908465114,41773
"10889","Japan",2008,"female","35-54",2237,16400000,13.64,NA,5037908465114,41773
"10890","Japan",2008,"female","15-24",652,6293000,10.36,NA,5037908465114,41773
"10891","Japan",2008,"male","5-14",41,5982000,0.69,NA,5037908465114,41773
"10892","Japan",2008,"female","5-14",18,5689000,0.32,NA,5037908465114,41773
"10893","Japan",2009,"male","55-74",7983,16224000,49.2,NA,5231382674594,43415
"10894","Japan",2009,"male","35-54",7799,16796000,46.43,NA,5231382674594,43415
"10895","Japan",2009,"male","75+",2216,5174000,42.83,NA,5231382674594,43415
"10896","Japan",2009,"male","25-34",2657,7987000,33.27,NA,5231382674594,43415
"10897","Japan",2009,"male","15-24",1326,6514000,20.36,NA,5231382674594,43415
"10898","Japan",2009,"female","75+",1649,8488000,19.43,NA,5231382674594,43415
"10899","Japan",2009,"female","55-74",2820,17413000,16.19,NA,5231382674594,43415
"10900","Japan",2009,"female","25-34",1085,7679000,14.13,NA,5231382674594,43415
"10901","Japan",2009,"female","35-54",2328,16517000,14.09,NA,5231382674594,43415
"10902","Japan",2009,"female","15-24",605,6163000,9.82,NA,5231382674594,43415
"10903","Japan",2009,"male","5-14",34,5914000,0.57,NA,5231382674594,43415
"10904","Japan",2009,"female","5-14",21,5627000,0.37,NA,5231382674594,43415
"10905","Japan",2010,"male","55-74",7466,16402437,45.52,0.884,5700098114744,47059
"10906","Japan",2010,"male","35-54",7351,17131261,42.91,0.884,5700098114744,47059
"10907","Japan",2010,"male","75+",2188,5345432,40.93,0.884,5700098114744,47059
"10908","Japan",2010,"male","25-34",2543,7822984,32.51,0.884,5700098114744,47059
"10909","Japan",2010,"male","15-24",1315,6324856,20.79,0.884,5700098114744,47059
"10910","Japan",2010,"female","75+",1686,8804107,19.15,0.884,5700098114744,47059
"10911","Japan",2010,"female","55-74",2879,17525806,16.43,0.884,5700098114744,47059
"10912","Japan",2010,"female","35-54",2404,16781836,14.33,0.884,5700098114744,47059
"10913","Japan",2010,"female","25-34",1008,7545642,13.36,0.884,5700098114744,47059
"10914","Japan",2010,"female","15-24",508,6008624,8.45,0.884,5700098114744,47059
"10915","Japan",2010,"male","5-14",42,5855595,0.72,0.884,5700098114744,47059
"10916","Japan",2010,"female","5-14",21,5578687,0.38,0.884,5700098114744,47059
"10917","Japan",2011,"male","55-74",6858,16343000,41.96,0.886,6157459594824,50919
"10918","Japan",2011,"male","35-54",6975,17224000,40.5,0.886,6157459594824,50919
"10919","Japan",2011,"male","75+",2188,5570000,39.28,0.886,6157459594824,50919
"10920","Japan",2011,"male","25-34",2404,7588000,31.68,0.886,6157459594824,50919
"10921","Japan",2011,"male","15-24",1304,6246000,20.88,0.886,6157459594824,50919
"10922","Japan",2011,"female","75+",1754,9092000,19.29,0.886,6157459594824,50919
"10923","Japan",2011,"female","55-74",2883,17447000,16.52,0.886,6157459594824,50919
"10924","Japan",2011,"female","35-54",2598,16861000,15.41,0.886,6157459594824,50919
"10925","Japan",2011,"female","25-34",1112,7314000,15.2,0.886,6157459594824,50919
"10926","Japan",2011,"female","15-24",616,5931000,10.39,0.886,6157459594824,50919
"10927","Japan",2011,"male","5-14",52,5792000,0.9,0.886,6157459594824,50919
"10928","Japan",2011,"female","5-14",22,5519000,0.4,0.886,6157459594824,50919
"10929","Japan",2012,"male","75+",2262,5783000,39.11,0.888,6203213121334,51379
"10930","Japan",2012,"male","55-74",6134,16254000,37.74,0.888,6203213121334,51379
"10931","Japan",2012,"male","35-54",6413,17318000,37.03,0.888,6203213121334,51379
"10932","Japan",2012,"male","25-34",2244,7384000,30.39,0.888,6203213121334,51379
"10933","Japan",2012,"male","15-24",1294,6185000,20.92,0.888,6203213121334,51379
"10934","Japan",2012,"female","75+",1612,9362000,17.22,0.888,6203213121334,51379
"10935","Japan",2012,"female","55-74",2636,17342000,15.2,0.888,6203213121334,51379
"10936","Japan",2012,"female","35-54",2242,16937000,13.24,0.888,6203213121334,51379
"10937","Japan",2012,"female","25-34",931,7110000,13.09,0.888,6203213121334,51379
"10938","Japan",2012,"female","15-24",495,5873000,8.43,0.888,6203213121334,51379
"10939","Japan",2012,"male","5-14",55,5729000,0.96,0.888,6203213121334,51379
"10940","Japan",2012,"female","5-14",20,5458000,0.37,0.888,6203213121334,51379
"10941","Japan",2013,"male","75+",2362,5964000,39.6,0.89,5155717056271,42781
"10942","Japan",2013,"male","35-54",6333,17367000,36.47,0.89,5155717056271,42781
"10943","Japan",2013,"male","55-74",5908,16202000,36.46,0.89,5155717056271,42781
"10944","Japan",2013,"male","25-34",2178,7186000,30.31,0.89,5155717056271,42781
"10945","Japan",2013,"male","15-24",1242,6143000,20.22,0.89,5155717056271,42781
"10946","Japan",2013,"female","75+",1713,9588000,17.87,0.89,5155717056271,42781
"10947","Japan",2013,"female","55-74",2604,17279000,15.07,0.89,5155717056271,42781
"10948","Japan",2013,"female","35-54",2242,16974000,13.21,0.89,5155717056271,42781
"10949","Japan",2013,"female","25-34",850,6913000,12.3,0.89,5155717056271,42781
"10950","Japan",2013,"female","15-24",467,5834000,8,0.89,5155717056271,42781
"10951","Japan",2013,"male","5-14",58,5666000,1.02,0.89,5155717056271,42781
"10952","Japan",2013,"female","5-14",34,5398000,0.63,0.89,5155717056271,42781
"10953","Japan",2014,"male","75+",2254,6104000,36.93,0.891,4850413536038,40328
"10954","Japan",2014,"male","55-74",5477,16213000,33.78,0.891,4850413536038,40328
"10955","Japan",2014,"male","35-54",5710,17365000,32.88,0.891,4850413536038,40328
"10956","Japan",2014,"male","25-34",2131,7007000,30.41,0.891,4850413536038,40328
"10957","Japan",2014,"male","15-24",1180,6110000,19.31,0.891,4850413536038,40328
"10958","Japan",2014,"female","75+",1587,9761000,16.26,0.891,4850413536038,40328
"10959","Japan",2014,"female","55-74",2512,17288000,14.53,0.891,4850413536038,40328
"10960","Japan",2014,"female","35-54",2158,16959000,12.72,0.891,4850413536038,40328
"10961","Japan",2014,"female","25-34",814,6734000,12.09,0.891,4850413536038,40328
"10962","Japan",2014,"female","15-24",432,5803000,7.44,0.891,4850413536038,40328
"10963","Japan",2014,"male","5-14",68,5596000,1.22,0.891,4850413536038,40328
"10964","Japan",2014,"female","5-14",34,5334000,0.64,0.891,4850413536038,40328
"10965","Japan",2015,"male","75+",2297,6289365,36.52,NA,4394977752878,36510
"10966","Japan",2015,"male","55-74",5241,16239222,32.27,NA,4394977752878,36510
"10967","Japan",2015,"male","35-54",5507,17461022,31.54,NA,4394977752878,36510
"10968","Japan",2015,"male","25-34",1948,6862886,28.38,NA,4394977752878,36510
"10969","Japan",2015,"male","15-24",1091,6088330,17.92,NA,4394977752878,36510
"10970","Japan",2015,"female","75+",1509,9983066,15.12,NA,4394977752878,36510
"10971","Japan",2015,"female","55-74",2292,17232482,13.3,NA,4394977752878,36510
"10972","Japan",2015,"female","35-54",2024,16991218,11.91,NA,4394977752878,36510
"10973","Japan",2015,"female","25-34",685,6614211,10.36,NA,4394977752878,36510
"10974","Japan",2015,"female","15-24",408,5772938,7.07,NA,4394977752878,36510
"10975","Japan",2015,"male","5-14",62,5553851,1.12,NA,4394977752878,36510
"10976","Japan",2015,"female","5-14",28,5287719,0.53,NA,4394977752878,36510
"10977","Kazakhstan",1993,"male","75+",77,103700,74.25,NA,23409027476,1527
"10978","Kazakhstan",1993,"male","55-74",545,830100,65.65,NA,23409027476,1527
"10979","Kazakhstan",1993,"male","35-54",1146,1825900,62.76,NA,23409027476,1527
"10980","Kazakhstan",1993,"male","25-34",772,1395600,55.32,NA,23409027476,1527
"10981","Kazakhstan",1993,"male","15-24",574,1474700,38.92,NA,23409027476,1527
"10982","Kazakhstan",1993,"female","75+",69,308200,22.39,NA,23409027476,1527
"10983","Kazakhstan",1993,"female","55-74",229,1173100,19.52,NA,23409027476,1527
"10984","Kazakhstan",1993,"female","15-24",173,1407100,12.29,NA,23409027476,1527
"10985","Kazakhstan",1993,"female","35-54",219,1929300,11.35,NA,23409027476,1527
"10986","Kazakhstan",1993,"female","25-34",119,1383000,8.6,NA,23409027476,1527
"10987","Kazakhstan",1993,"male","5-14",76,1774700,4.28,NA,23409027476,1527
"10988","Kazakhstan",1993,"female","5-14",20,1726000,1.16,NA,23409027476,1527
"10989","Kazakhstan",1994,"male","75+",94,90300,104.1,NA,21250839258,1395
"10990","Kazakhstan",1994,"male","55-74",599,853800,70.16,NA,21250839258,1395
"10991","Kazakhstan",1994,"male","35-54",1246,1861800,66.92,NA,21250839258,1395
"10992","Kazakhstan",1994,"male","25-34",735,1342400,54.75,NA,21250839258,1395
"10993","Kazakhstan",1994,"male","15-24",520,1442200,36.06,NA,21250839258,1395
"10994","Kazakhstan",1994,"female","75+",91,288000,31.6,NA,21250839258,1395
"10995","Kazakhstan",1994,"female","55-74",198,1201100,16.48,NA,21250839258,1395
"10996","Kazakhstan",1994,"female","15-24",149,1332400,11.18,NA,21250839258,1395
"10997","Kazakhstan",1994,"female","35-54",198,1965300,10.07,NA,21250839258,1395
"10998","Kazakhstan",1994,"female","25-34",128,1327200,9.64,NA,21250839258,1395
"10999","Kazakhstan",1994,"male","5-14",50,1784600,2.8,NA,21250839258,1395
"11000","Kazakhstan",1994,"female","5-14",16,1740500,0.92,NA,21250839258,1395
"11001","Kazakhstan",1995,"male","75+",76,86400,87.96,0.664,20374307047,1359
"11002","Kazakhstan",1995,"male","55-74",737,859800,85.72,0.664,20374307047,1359
"11003","Kazakhstan",1995,"male","35-54",1523,1791600,85.01,0.664,20374307047,1359
"11004","Kazakhstan",1995,"male","25-34",887,1311800,67.62,0.664,20374307047,1359
"11005","Kazakhstan",1995,"male","15-24",622,1455600,42.73,0.664,20374307047,1359
"11006","Kazakhstan",1995,"female","75+",86,267600,32.14,0.664,20374307047,1359
"11007","Kazakhstan",1995,"female","55-74",208,1205800,17.25,0.664,20374307047,1359
"11008","Kazakhstan",1995,"female","35-54",216,1901900,11.36,0.664,20374307047,1359
"11009","Kazakhstan",1995,"female","15-24",145,1412600,10.26,0.664,20374307047,1359
"11010","Kazakhstan",1995,"female","25-34",130,1271500,10.22,0.664,20374307047,1359
"11011","Kazakhstan",1995,"male","5-14",61,1736100,3.51,0.664,20374307047,1359
"11012","Kazakhstan",1995,"female","5-14",15,1688900,0.89,0.664,20374307047,1359
"11013","Kazakhstan",1996,"male","35-54",1630,1753600,92.95,NA,21035357833,1452
"11014","Kazakhstan",1996,"male","55-74",731,836900,87.35,NA,21035357833,1452
"11015","Kazakhstan",1996,"male","75+",64,80400,79.6,NA,21035357833,1452
"11016","Kazakhstan",1996,"male","25-34",879,1243300,70.7,NA,21035357833,1452
"11017","Kazakhstan",1996,"male","15-24",635,1405800,45.17,NA,21035357833,1452
"11018","Kazakhstan",1996,"female","75+",54,251800,21.45,NA,21035357833,1452
"11019","Kazakhstan",1996,"female","55-74",211,1173100,17.99,NA,21035357833,1452
"11020","Kazakhstan",1996,"female","35-54",223,1858300,12,NA,21035357833,1452
"11021","Kazakhstan",1996,"female","15-24",158,1381300,11.44,NA,21035357833,1452
"11022","Kazakhstan",1996,"female","25-34",121,1187600,10.19,NA,21035357833,1452
"11023","Kazakhstan",1996,"male","5-14",57,1682200,3.39,NA,21035357833,1452
"11024","Kazakhstan",1996,"female","5-14",10,1633400,0.61,NA,21035357833,1452
"11025","Kazakhstan",1997,"male","55-74",740,822400,89.98,NA,22165932063,1540
"11026","Kazakhstan",1997,"male","35-54",1577,1766200,89.29,NA,22165932063,1540
"11027","Kazakhstan",1997,"male","25-34",810,1217700,66.52,NA,22165932063,1540
"11028","Kazakhstan",1997,"male","75+",50,78400,63.78,NA,22165932063,1540
"11029","Kazakhstan",1997,"male","15-24",651,1401300,46.46,NA,22165932063,1540
"11030","Kazakhstan",1997,"female","75+",59,247700,23.82,NA,22165932063,1540
"11031","Kazakhstan",1997,"female","55-74",164,1153000,14.22,NA,22165932063,1540
"11032","Kazakhstan",1997,"female","15-24",175,1388400,12.6,NA,22165932063,1540
"11033","Kazakhstan",1997,"female","35-54",216,1871000,11.54,NA,22165932063,1540
"11034","Kazakhstan",1997,"female","25-34",131,1152200,11.37,NA,22165932063,1540
"11035","Kazakhstan",1997,"male","5-14",53,1673300,3.17,NA,22165932063,1540
"11036","Kazakhstan",1997,"female","5-14",16,1623000,0.99,NA,22165932063,1540
"11037","Kazakhstan",1998,"male","55-74",692,762500,90.75,NA,22135245413,1599
"11038","Kazakhstan",1998,"male","35-54",1459,1724400,84.61,NA,22135245413,1599
"11039","Kazakhstan",1998,"male","75+",58,74500,77.85,NA,22135245413,1599
"11040","Kazakhstan",1998,"male","25-34",727,1145900,63.44,NA,22135245413,1599
"11041","Kazakhstan",1998,"male","15-24",594,1343300,44.22,NA,22135245413,1599
"11042","Kazakhstan",1998,"female","75+",63,241200,26.12,NA,22135245413,1599
"11043","Kazakhstan",1998,"female","55-74",160,1090300,14.67,NA,22135245413,1599
"11044","Kazakhstan",1998,"female","25-34",138,1103400,12.51,NA,22135245413,1599
"11045","Kazakhstan",1998,"female","15-24",152,1353400,11.23,NA,22135245413,1599
"11046","Kazakhstan",1998,"female","35-54",205,1863700,11,NA,22135245413,1599
"11047","Kazakhstan",1998,"male","5-14",54,1585500,3.41,NA,22135245413,1599
"11048","Kazakhstan",1998,"female","5-14",11,1556100,0.71,NA,22135245413,1599
"11049","Kazakhstan",1999,"male","55-74",567,727800,77.91,NA,16870817135,1225
"11050","Kazakhstan",1999,"male","35-54",1331,1761800,75.55,NA,16870817135,1225
"11051","Kazakhstan",1999,"male","75+",55,75400,72.94,NA,16870817135,1225
"11052","Kazakhstan",1999,"male","25-34",717,1131600,63.36,NA,16870817135,1225
"11053","Kazakhstan",1999,"male","15-24",609,1349400,45.13,NA,16870817135,1225
"11054","Kazakhstan",1999,"female","75+",59,246200,23.96,NA,16870817135,1225
"11055","Kazakhstan",1999,"female","55-74",152,1044200,14.56,NA,16870817135,1225
"11056","Kazakhstan",1999,"female","25-34",120,1089900,11.01,NA,16870817135,1225
"11057","Kazakhstan",1999,"female","35-54",198,1909900,10.37,NA,16870817135,1225
"11058","Kazakhstan",1999,"female","15-24",124,1358700,9.13,NA,16870817135,1225
"11059","Kazakhstan",1999,"male","5-14",49,1555400,3.15,NA,16870817135,1225
"11060","Kazakhstan",1999,"female","5-14",10,1523100,0.66,NA,16870817135,1225
"11061","Kazakhstan",2000,"male","35-54",1527,1802430,84.72,0.679,18291990619,1328
"11062","Kazakhstan",2000,"male","55-74",586,698665,83.87,0.679,18291990619,1328
"11063","Kazakhstan",2000,"male","25-34",852,1132418,75.24,0.679,18291990619,1328
"11064","Kazakhstan",2000,"male","75+",47,77972,60.28,0.679,18291990619,1328
"11065","Kazakhstan",2000,"male","15-24",623,1366874,45.58,0.679,18291990619,1328
"11066","Kazakhstan",2000,"female","75+",56,254407,22.01,0.679,18291990619,1328
"11067","Kazakhstan",2000,"female","55-74",147,1005027,14.63,0.679,18291990619,1328
"11068","Kazakhstan",2000,"female","15-24",169,1375343,12.29,0.679,18291990619,1328
"11069","Kazakhstan",2000,"female","35-54",234,1959602,11.94,0.679,18291990619,1328
"11070","Kazakhstan",2000,"female","25-34",122,1089854,11.19,0.679,18291990619,1328
"11071","Kazakhstan",2000,"male","5-14",47,1523202,3.09,0.679,18291990619,1328
"11072","Kazakhstan",2000,"female","5-14",18,1486628,1.21,0.679,18291990619,1328
"11073","Kazakhstan",2001,"male","35-54",1519,1807120,84.06,NA,22152694162,1608
"11074","Kazakhstan",2001,"male","55-74",582,718503,81,NA,22152694162,1608
"11075","Kazakhstan",2001,"male","25-34",843,1117605,75.43,NA,22152694162,1608
"11076","Kazakhstan",2001,"male","75+",51,82044,62.16,NA,22152694162,1608
"11077","Kazakhstan",2001,"male","15-24",660,1365580,48.33,NA,22152694162,1608
"11078","Kazakhstan",2001,"female","75+",53,233378,22.71,NA,22152694162,1608
"11079","Kazakhstan",2001,"female","15-24",158,1336586,11.82,NA,22152694162,1608
"11080","Kazakhstan",2001,"female","55-74",119,1011423,11.77,NA,22152694162,1608
"11081","Kazakhstan",2001,"female","35-54",197,1998447,9.86,NA,22152694162,1608
"11082","Kazakhstan",2001,"female","25-34",110,1137636,9.67,NA,22152694162,1608
"11083","Kazakhstan",2001,"male","5-14",64,1508752,4.24,NA,22152694162,1608
"11084","Kazakhstan",2001,"female","5-14",21,1455622,1.44,NA,22152694162,1608
"11085","Kazakhstan",2002,"male","55-74",582,704901,82.56,NA,24636593223,1788
"11086","Kazakhstan",2002,"male","35-54",1414,1837817,76.94,NA,24636593223,1788
"11087","Kazakhstan",2002,"male","25-34",825,1128226,73.12,NA,24636593223,1788
"11088","Kazakhstan",2002,"male","75+",53,91887,57.68,NA,24636593223,1788
"11089","Kazakhstan",2002,"male","15-24",621,1414530,43.9,NA,24636593223,1788
"11090","Kazakhstan",2002,"female","75+",52,247685,20.99,NA,24636593223,1788
"11091","Kazakhstan",2002,"female","55-74",119,996301,11.94,NA,24636593223,1788
"11092","Kazakhstan",2002,"female","15-24",160,1377461,11.62,NA,24636593223,1788
"11093","Kazakhstan",2002,"female","25-34",129,1147717,11.24,NA,24636593223,1788
"11094","Kazakhstan",2002,"female","35-54",198,2033504,9.74,NA,24636593223,1788
"11095","Kazakhstan",2002,"male","5-14",67,1424722,4.7,NA,24636593223,1788
"11096","Kazakhstan",2002,"female","5-14",20,1372725,1.46,NA,24636593223,1788
"11097","Kazakhstan",2003,"male","25-34",938,1141761,82.15,NA,30833699703,2232
"11098","Kazakhstan",2003,"male","55-74",530,702817,75.41,NA,30833699703,2232
"11099","Kazakhstan",2003,"male","35-54",1386,1855662,74.69,NA,30833699703,2232
"11100","Kazakhstan",2003,"male","75+",60,99171,60.5,NA,30833699703,2232
"11101","Kazakhstan",2003,"male","15-24",652,1449082,44.99,NA,30833699703,2232
"11102","Kazakhstan",2003,"female","75+",60,259838,23.09,NA,30833699703,2232
"11103","Kazakhstan",2003,"female","55-74",139,996433,13.95,NA,30833699703,2232
"11104","Kazakhstan",2003,"female","15-24",157,1408946,11.14,NA,30833699703,2232
"11105","Kazakhstan",2003,"female","35-54",202,2053544,9.84,NA,30833699703,2232
"11106","Kazakhstan",2003,"female","25-34",114,1159693,9.83,NA,30833699703,2232
"11107","Kazakhstan",2003,"male","5-14",67,1368679,4.9,NA,30833699703,2232
"11108","Kazakhstan",2003,"female","5-14",16,1316237,1.22,NA,30833699703,2232
"11109","Kazakhstan",2004,"male","25-34",967,1159137,83.42,NA,43151647003,3110
"11110","Kazakhstan",2004,"male","35-54",1427,1874980,76.11,NA,43151647003,3110
"11111","Kazakhstan",2004,"male","75+",75,105970,70.77,NA,43151647003,3110
"11112","Kazakhstan",2004,"male","55-74",441,706313,62.44,NA,43151647003,3110
"11113","Kazakhstan",2004,"male","15-24",735,1480125,49.66,NA,43151647003,3110
"11114","Kazakhstan",2004,"female","75+",61,271208,22.49,NA,43151647003,3110
"11115","Kazakhstan",2004,"female","15-24",177,1438621,12.3,NA,43151647003,3110
"11116","Kazakhstan",2004,"female","25-34",131,1174778,11.15,NA,43151647003,3110
"11117","Kazakhstan",2004,"female","55-74",101,1004413,10.06,NA,43151647003,3110
"11118","Kazakhstan",2004,"female","35-54",208,2076222,10.02,NA,43151647003,3110
"11119","Kazakhstan",2004,"male","5-14",57,1317575,4.33,NA,43151647003,3110
"11120","Kazakhstan",2004,"female","5-14",14,1263986,1.11,NA,43151647003,3110
"11121","Kazakhstan",2005,"male","25-34",868,1174447,73.91,0.746,57123671734,4096
"11122","Kazakhstan",2005,"male","35-54",1225,1893623,64.69,0.746,57123671734,4096
"11123","Kazakhstan",2005,"male","55-74",402,716191,56.13,0.746,57123671734,4096
"11124","Kazakhstan",2005,"male","75+",61,112427,54.26,0.746,57123671734,4096
"11125","Kazakhstan",2005,"male","15-24",635,1507234,42.13,0.746,57123671734,4096
"11126","Kazakhstan",2005,"female","75+",54,279776,19.3,0.746,57123671734,4096
"11127","Kazakhstan",2005,"female","25-34",126,1188857,10.6,0.746,57123671734,4096
"11128","Kazakhstan",2005,"female","15-24",153,1464554,10.45,0.746,57123671734,4096
"11129","Kazakhstan",2005,"female","55-74",100,1021709,9.79,0.746,57123671734,4096
"11130","Kazakhstan",2005,"female","35-54",177,2097655,8.44,0.746,57123671734,4096
"11131","Kazakhstan",2005,"male","5-14",78,1272278,6.13,0.746,57123671734,4096
"11132","Kazakhstan",2005,"female","5-14",24,1219019,1.97,0.746,57123671734,4096
"11133","Kazakhstan",2006,"male","25-34",944,1189058,79.39,NA,81003884545,5770
"11134","Kazakhstan",2006,"male","35-54",1225,1915309,63.96,NA,81003884545,5770
"11135","Kazakhstan",2006,"male","75+",71,116133,61.14,NA,81003884545,5770
"11136","Kazakhstan",2006,"male","55-74",436,730464,59.69,NA,81003884545,5770
"11137","Kazakhstan",2006,"male","15-24",657,1530192,42.94,NA,81003884545,5770
"11138","Kazakhstan",2006,"female","75+",53,282507,18.76,NA,81003884545,5770
"11139","Kazakhstan",2006,"female","15-24",181,1486771,12.17,NA,81003884545,5770
"11140","Kazakhstan",2006,"female","55-74",106,1047352,10.12,NA,81003884545,5770
"11141","Kazakhstan",2006,"female","25-34",121,1202659,10.06,NA,81003884545,5770
"11142","Kazakhstan",2006,"female","35-54",190,2121510,8.96,NA,81003884545,5770
"11143","Kazakhstan",2006,"male","5-14",68,1234397,5.51,NA,81003884545,5770
"11144","Kazakhstan",2006,"female","5-14",24,1181324,2.03,NA,81003884545,5770
"11145","Kazakhstan",2007,"male","25-34",919,1208359,76.05,NA,104849886826,7423
"11146","Kazakhstan",2007,"male","75+",77,116899,65.87,NA,104849886826,7423
"11147","Kazakhstan",2007,"male","35-54",1275,1935835,65.86,NA,104849886826,7423
"11148","Kazakhstan",2007,"male","55-74",412,747545,55.11,NA,104849886826,7423
"11149","Kazakhstan",2007,"male","15-24",648,1542361,42.01,NA,104849886826,7423
"11150","Kazakhstan",2007,"female","75+",50,281627,17.75,NA,104849886826,7423
"11151","Kazakhstan",2007,"female","15-24",203,1498711,13.54,NA,104849886826,7423
"11152","Kazakhstan",2007,"female","25-34",140,1219565,11.48,NA,104849886826,7423
"11153","Kazakhstan",2007,"female","35-54",210,2144647,9.79,NA,104849886826,7423
"11154","Kazakhstan",2007,"female","55-74",88,1077829,8.16,NA,104849886826,7423
"11155","Kazakhstan",2007,"male","5-14",89,1202402,7.4,NA,104849886826,7423
"11156","Kazakhstan",2007,"female","5-14",30,1149826,2.61,NA,104849886826,7423
"11157","Kazakhstan",2008,"male","75+",86,116815,73.62,NA,133441612247,9387
"11158","Kazakhstan",2008,"male","25-34",860,1232084,69.8,NA,133441612247,9387
"11159","Kazakhstan",2008,"male","35-54",1178,1954893,60.26,NA,133441612247,9387
"11160","Kazakhstan",2008,"male","55-74",383,766809,49.95,NA,133441612247,9387
"11161","Kazakhstan",2008,"male","15-24",657,1540282,42.65,NA,133441612247,9387
"11162","Kazakhstan",2008,"female","75+",47,280166,16.78,NA,133441612247,9387
"11163","Kazakhstan",2008,"female","15-24",239,1496633,15.97,NA,133441612247,9387
"11164","Kazakhstan",2008,"female","25-34",152,1240283,12.26,NA,133441612247,9387
"11165","Kazakhstan",2008,"female","35-54",217,2165507,10.02,NA,133441612247,9387
"11166","Kazakhstan",2008,"female","55-74",93,1110519,8.37,NA,133441612247,9387
"11167","Kazakhstan",2008,"male","5-14",66,1182019,5.58,NA,133441612247,9387
"11168","Kazakhstan",2008,"female","5-14",19,1130043,1.68,NA,133441612247,9387
"11169","Kazakhstan",2009,"male","25-34",848,1263819,67.1,NA,115308661143,8024
"11170","Kazakhstan",2009,"male","35-54",1181,1980466,59.63,NA,115308661143,8024
"11171","Kazakhstan",2009,"male","75+",60,116533,51.49,NA,115308661143,8024
"11172","Kazakhstan",2009,"male","55-74",380,792505,47.95,NA,115308661143,8024
"11173","Kazakhstan",2009,"male","15-24",608,1533027,39.66,NA,115308661143,8024
"11174","Kazakhstan",2009,"female","75+",42,277759,15.12,NA,115308661143,8024
"11175","Kazakhstan",2009,"female","15-24",214,1488994,14.37,NA,115308661143,8024
"11176","Kazakhstan",2009,"female","25-34",145,1269302,11.42,NA,115308661143,8024
"11177","Kazakhstan",2009,"female","35-54",192,2191360,8.76,NA,115308661143,8024
"11178","Kazakhstan",2009,"female","55-74",99,1150346,8.61,NA,115308661143,8024
"11179","Kazakhstan",2009,"male","5-14",43,1179629,3.65,NA,115308661143,8024
"11180","Kazakhstan",2009,"female","5-14",26,1126895,2.31,NA,115308661143,8024
"11181","Kazakhstan",2010,"male","75+",72,113390,63.5,0.766,148047348241,10062
"11182","Kazakhstan",2010,"male","25-34",808,1310211,61.67,0.766,148047348241,10062
"11183","Kazakhstan",2010,"male","35-54",1118,2037599,54.87,0.766,148047348241,10062
"11184","Kazakhstan",2010,"male","55-74",389,810461,48,0.766,148047348241,10062
"11185","Kazakhstan",2010,"male","15-24",528,1555580,33.94,0.766,148047348241,10062
"11186","Kazakhstan",2010,"female","75+",39,263531,14.8,0.766,148047348241,10062
"11187","Kazakhstan",2010,"female","15-24",193,1549811,12.45,0.766,148047348241,10062
"11188","Kazakhstan",2010,"female","25-34",140,1332552,10.51,0.766,148047348241,10062
"11189","Kazakhstan",2010,"female","55-74",88,1144484,7.69,0.766,148047348241,10062
"11190","Kazakhstan",2010,"female","35-54",160,2227790,7.18,0.766,148047348241,10062
"11191","Kazakhstan",2010,"male","5-14",49,1212500,4.04,0.766,148047348241,10062
"11192","Kazakhstan",2010,"female","5-14",25,1155258,2.16,0.766,148047348241,10062
"11193","Kazakhstan",2011,"male","25-34",778,1344771,57.85,0.772,192626507972,12969
"11194","Kazakhstan",2011,"male","75+",64,119954,53.35,0.772,192626507972,12969
"11195","Kazakhstan",2011,"male","35-54",1062,2062451,51.49,0.772,192626507972,12969
"11196","Kazakhstan",2011,"male","55-74",358,831202,43.07,0.772,192626507972,12969
"11197","Kazakhstan",2011,"male","15-24",493,1526023,32.31,0.772,192626507972,12969
"11198","Kazakhstan",2011,"female","75+",44,273217,16.1,0.772,192626507972,12969
"11199","Kazakhstan",2011,"female","15-24",171,1514356,11.29,0.772,192626507972,12969
"11200","Kazakhstan",2011,"female","25-34",128,1367342,9.36,0.772,192626507972,12969
