"","country","year","sex","age","suicides_no","population","suicides_per_100k","HDI.for.year","gdp_for_year","gdp_per_capita"
"1","Albania",1993,"male","15-24",18,243300,7.4,NA,1228071038,437
"2","Albania",1993,"male","55-74",7,165000,4.24,NA,1228071038,437
"3","Albania",1993,"male","75+",1,24200,4.13,NA,1228071038,437
"4","Albania",1993,"male","25-34",9,230100,3.91,NA,1228071038,437
"5","Albania",1993,"female","15-24",10,285300,3.51,NA,1228071038,437
"6","Albania",1993,"male","35-54",10,350300,2.85,NA,1228071038,437
"7","Albania",1993,"female","25-34",7,261800,2.67,NA,1228071038,437
"8","Albania",1993,"female","35-54",7,331200,2.11,NA,1228071038,437
"9","Albania",1993,"female","55-74",2,169500,1.18,NA,1228071038,437
"10","Albania",1993,"female","5-14",1,340300,0.29,NA,1228071038,437
"11","Albania",1993,"male","5-14",1,367000,0.27,NA,1228071038,437
"12","Albania",1993,"female","75+",0,39300,0,NA,1228071038,437
"13","Albania",1994,"male","75+",2,24600,8.13,NA,1985673798,697
"14","Albania",1994,"male","55-74",11,171400,6.42,NA,1985673798,697
"15","Albania",1994,"female","75+",2,39900,5.01,NA,1985673798,697
"16","Albania",1994,"male","25-34",6,231400,2.59,NA,1985673798,697
"17","Albania",1994,"male","35-54",9,362800,2.48,NA,1985673798,697
"18","Albania",1994,"male","15-24",6,242200,2.48,NA,1985673798,697
"19","Albania",1994,"female","15-24",6,282600,2.12,NA,1985673798,697
"20","Albania",1994,"female","25-34",4,261100,1.53,NA,1985673798,697
"21","Albania",1994,"female","35-54",2,342500,0.58,NA,1985673798,697
"22","Albania",1994,"female","55-74",1,174600,0.57,NA,1985673798,697
"23","Albania",1994,"male","5-14",1,371800,0.27,NA,1985673798,697
"24","Albania",1994,"female","5-14",0,344400,0,NA,1985673798,697
"25","Albania",1995,"male","25-34",13,232900,5.58,0.619,2424499009,835
"26","Albania",1995,"male","55-74",9,178000,5.06,0.619,2424499009,835
"27","Albania",1995,"female","75+",2,40800,4.9,0.619,2424499009,835
"28","Albania",1995,"female","15-24",13,283500,4.59,0.619,2424499009,835
"29","Albania",1995,"male","15-24",11,241200,4.56,0.619,2424499009,835
"30","Albania",1995,"male","75+",1,25100,3.98,0.619,2424499009,835
"31","Albania",1995,"male","35-54",14,375900,3.72,0.619,2424499009,835
"32","Albania",1995,"female","25-34",7,264000,2.65,0.619,2424499009,835
"33","Albania",1995,"female","35-54",8,356400,2.24,0.619,2424499009,835
"34","Albania",1995,"male","5-14",6,376500,1.59,0.619,2424499009,835
"35","Albania",1995,"female","55-74",2,180400,1.11,0.619,2424499009,835
"36","Albania",1995,"female","5-14",2,348700,0.57,0.619,2424499009,835
"37","Albania",1996,"male","75+",2,25400,7.87,NA,3314898292,1127
"38","Albania",1996,"male","15-24",17,243600,6.98,NA,3314898292,1127
"39","Albania",1996,"male","25-34",14,235300,5.95,NA,3314898292,1127
"40","Albania",1996,"female","15-24",16,287700,5.56,NA,3314898292,1127
"41","Albania",1996,"female","75+",2,41200,4.85,NA,3314898292,1127
"42","Albania",1996,"female","25-34",10,267900,3.73,NA,3314898292,1127
"43","Albania",1996,"male","35-54",12,379600,3.16,NA,3314898292,1127
"44","Albania",1996,"female","35-54",9,362000,2.49,NA,3314898292,1127
"45","Albania",1996,"male","55-74",3,179900,1.67,NA,3314898292,1127
"46","Albania",1996,"female","55-74",1,183100,0.55,NA,3314898292,1127
"47","Albania",1996,"male","5-14",2,380400,0.53,NA,3314898292,1127
"48","Albania",1996,"female","5-14",1,354100,0.28,NA,3314898292,1127
"49","Albania",1997,"male","25-34",36,236000,15.25,NA,2359903108,793
"50","Albania",1997,"male","15-24",33,244400,13.5,NA,2359903108,793
"51","Albania",1997,"male","75+",3,25400,11.81,NA,2359903108,793
"52","Albania",1997,"male","35-54",30,380800,7.88,NA,2359903108,793
"53","Albania",1997,"female","15-24",21,294000,7.14,NA,2359903108,793
"54","Albania",1997,"male","55-74",12,180300,6.66,NA,2359903108,793
"55","Albania",1997,"female","25-34",16,273900,5.84,NA,2359903108,793
"56","Albania",1997,"female","75+",2,42100,4.75,NA,2359903108,793
"57","Albania",1997,"female","35-54",7,370100,1.89,NA,2359903108,793
"58","Albania",1997,"female","5-14",6,361800,1.66,NA,2359903108,793
"59","Albania",1997,"male","5-14",4,381500,1.05,NA,2359903108,793
"60","Albania",1997,"female","55-74",0,187000,0,NA,2359903108,793
"61","Albania",1998,"male","75+",3,25800,11.63,NA,2707123772,899
"62","Albania",1998,"male","15-24",27,248800,10.85,NA,2707123772,899
"63","Albania",1998,"female","15-24",32,295600,10.83,NA,2707123772,899
"64","Albania",1998,"male","25-34",26,240400,10.82,NA,2707123772,899
"65","Albania",1998,"male","35-54",29,388200,7.47,NA,2707123772,899
"66","Albania",1998,"male","55-74",9,183800,4.9,NA,2707123772,899
"67","Albania",1998,"female","25-34",10,275300,3.63,NA,2707123772,899
"68","Albania",1998,"female","55-74",6,188200,3.19,NA,2707123772,899
"69","Albania",1998,"female","35-54",9,372100,2.42,NA,2707123772,899
"70","Albania",1998,"male","5-14",2,388400,0.51,NA,2707123772,899
"71","Albania",1998,"female","5-14",1,363800,0.27,NA,2707123772,899
"72","Albania",1998,"female","75+",0,42300,0,NA,2707123772,899
"73","Albania",1999,"male","75+",3,25900,11.58,NA,3414760915,1127
"74","Albania",1999,"male","15-24",24,250600,9.58,NA,3414760915,1127
"75","Albania",1999,"female","75+",4,42400,9.43,NA,3414760915,1127
"76","Albania",1999,"male","35-54",31,391100,7.93,NA,3414760915,1127
"77","Albania",1999,"male","25-34",19,242300,7.84,NA,3414760915,1127
"78","Albania",1999,"male","55-74",14,185200,7.56,NA,3414760915,1127
"79","Albania",1999,"female","15-24",19,296800,6.4,NA,3414760915,1127
"80","Albania",1999,"female","25-34",13,276500,4.7,NA,3414760915,1127
"81","Albania",1999,"female","55-74",6,188800,3.18,NA,3414760915,1127
"82","Albania",1999,"female","35-54",5,373600,1.34,NA,3414760915,1127
"83","Albania",1999,"female","5-14",1,365200,0.27,NA,3414760915,1127
"84","Albania",1999,"male","5-14",0,391300,0,NA,3414760915,1127
"85","Albania",2000,"male","25-34",17,232000,7.33,0.656,3632043908,1299
"86","Albania",2000,"male","55-74",10,177400,5.64,0.656,3632043908,1299
"87","Albania",2000,"female","75+",2,37800,5.29,0.656,3632043908,1299
"88","Albania",2000,"male","75+",1,24900,4.02,0.656,3632043908,1299
"89","Albania",2000,"female","15-24",6,263900,2.27,0.656,3632043908,1299
"90","Albania",2000,"male","15-24",5,240000,2.08,0.656,3632043908,1299
"91","Albania",2000,"female","35-54",5,332200,1.51,0.656,3632043908,1299
"92","Albania",2000,"female","25-34",3,245800,1.22,0.656,3632043908,1299
"93","Albania",2000,"male","35-54",4,374700,1.07,0.656,3632043908,1299
"94","Albania",2000,"male","5-14",1,374900,0.27,0.656,3632043908,1299
"95","Albania",2000,"female","5-14",0,324700,0,0.656,3632043908,1299
"96","Albania",2000,"female","55-74",0,168000,0,0.656,3632043908,1299
"97","Albania",2001,"male","25-34",22,206484,10.65,NA,4060758804,1451
"98","Albania",2001,"male","35-54",34,378826,8.98,NA,4060758804,1451
"99","Albania",2001,"male","55-74",11,196670,5.59,NA,4060758804,1451
"100","Albania",2001,"female","75+",2,47254,4.23,NA,4060758804,1451
"101","Albania",2001,"male","15-24",10,256039,3.91,NA,4060758804,1451
"102","Albania",2001,"female","15-24",9,271359,3.32,NA,4060758804,1451
"103","Albania",2001,"female","35-54",12,370191,3.24,NA,4060758804,1451
"104","Albania",2001,"male","75+",1,31044,3.22,NA,4060758804,1451
"105","Albania",2001,"female","55-74",6,189799,3.16,NA,4060758804,1451
"106","Albania",2001,"male","5-14",6,321556,1.87,NA,4060758804,1451
"107","Albania",2001,"female","25-34",4,222771,1.8,NA,4060758804,1451
"108","Albania",2001,"female","5-14",2,307356,0.65,NA,4060758804,1451
"109","Albania",2002,"male","75+",4,31007,12.9,NA,4435078648,1573
"110","Albania",2002,"male","25-34",23,206286,11.15,NA,4435078648,1573
"111","Albania",2002,"male","35-54",35,382139,9.16,NA,4435078648,1573
"112","Albania",2002,"male","55-74",13,198130,6.56,NA,4435078648,1573
"113","Albania",2002,"male","15-24",15,263067,5.7,NA,4435078648,1573
"114","Albania",2002,"female","15-24",14,275970,5.07,NA,4435078648,1573
"115","Albania",2002,"female","35-54",15,375113,4,NA,4435078648,1573
"116","Albania",2002,"female","25-34",7,223685,3.13,NA,4435078648,1573
"117","Albania",2002,"female","75+",1,47407,2.11,NA,4435078648,1573
"118","Albania",2002,"female","55-74",4,191712,2.09,NA,4435078648,1573
"119","Albania",2002,"female","5-14",1,304850,0.33,NA,4435078648,1573
"120","Albania",2002,"male","5-14",1,319473,0.31,NA,4435078648,1573
"121","Albania",2003,"female","75+",6,49088,12.22,NA,5746945913,2021
"122","Albania",2003,"male","55-74",16,201520,7.94,NA,5746945913,2021
"123","Albania",2003,"male","35-54",28,386196,7.25,NA,5746945913,2021
"124","Albania",2003,"male","15-24",15,273235,5.49,NA,5746945913,2021
"125","Albania",2003,"female","15-24",14,283709,4.93,NA,5746945913,2021
"126","Albania",2003,"female","55-74",9,195699,4.6,NA,5746945913,2021
"127","Albania",2003,"male","25-34",9,205433,4.38,NA,5746945913,2021
"128","Albania",2003,"female","25-34",9,222941,4.04,NA,5746945913,2021
"129","Albania",2003,"female","35-54",13,381760,3.41,NA,5746945913,2021
"130","Albania",2003,"male","75+",1,32667,3.06,NA,5746945913,2021
"131","Albania",2003,"male","5-14",4,313204,1.28,NA,5746945913,2021
"132","Albania",2003,"female","5-14",0,298477,0,NA,5746945913,2021
"133","Albania",2004,"male","75+",4,35526,11.26,NA,7314865176,2544
"134","Albania",2004,"male","35-54",39,391767,9.95,NA,7314865176,2544
"135","Albania",2004,"male","25-34",16,203938,7.85,NA,7314865176,2544
"136","Albania",2004,"female","15-24",20,292268,6.84,NA,7314865176,2544
"137","Albania",2004,"male","15-24",19,286768,6.63,NA,7314865176,2544
"138","Albania",2004,"female","75+",3,50970,5.89,NA,7314865176,2544
"139","Albania",2004,"female","25-34",11,222389,4.95,NA,7314865176,2544
"140","Albania",2004,"male","55-74",10,207202,4.83,NA,7314865176,2544
"141","Albania",2004,"female","35-54",17,391436,4.34,NA,7314865176,2544
"142","Albania",2004,"female","55-74",3,203841,1.47,NA,7314865176,2544
"143","Albania",2004,"female","5-14",3,286705,1.05,NA,7314865176,2544
"144","Albania",2004,"male","5-14",1,302181,0.33,NA,7314865176,2544
"145","Albania",2005,"female","15-24",0,281922,0,0.695,8158548717,2931
"146","Albania",2005,"female","25-34",0,190745,0,0.695,8158548717,2931
"147","Albania",2005,"female","35-54",0,386513,0,0.695,8158548717,2931
"148","Albania",2005,"female","5-14",0,276559,0,0.695,8158548717,2931
"149","Albania",2005,"female","55-74",0,210998,0,0.695,8158548717,2931
"150","Albania",2005,"female","75+",0,53191,0,0.695,8158548717,2931
"151","Albania",2005,"male","15-24",0,281675,0,0.695,8158548717,2931
"152","Albania",2005,"male","25-34",0,177519,0,0.695,8158548717,2931
"153","Albania",2005,"male","35-54",0,380242,0,0.695,8158548717,2931
"154","Albania",2005,"male","5-14",0,291367,0,0.695,8158548717,2931
"155","Albania",2005,"male","55-74",0,214118,0,0.695,8158548717,2931
"156","Albania",2005,"male","75+",0,38471,0,0.695,8158548717,2931
"157","Albania",2006,"female","15-24",0,283138,0,NA,8992642349,3235
"158","Albania",2006,"female","25-34",0,186391,0,NA,8992642349,3235
"159","Albania",2006,"female","35-54",0,388746,0,NA,8992642349,3235
"160","Albania",2006,"female","5-14",0,267316,0,NA,8992642349,3235
"161","Albania",2006,"female","55-74",0,215907,0,NA,8992642349,3235
"162","Albania",2006,"female","75+",0,56011,0,NA,8992642349,3235
"163","Albania",2006,"male","15-24",0,286679,0,NA,8992642349,3235
"164","Albania",2006,"male","25-34",0,174092,0,NA,8992642349,3235
"165","Albania",2006,"male","35-54",0,379076,0,NA,8992642349,3235
"166","Albania",2006,"male","5-14",0,282678,0,NA,8992642349,3235
"167","Albania",2006,"male","55-74",0,219360,0,NA,8992642349,3235
"168","Albania",2006,"male","75+",0,40782,0,NA,8992642349,3235
"169","Albania",2007,"male","75+",8,42366,18.88,NA,10701011897,3863
"170","Albania",2007,"male","35-54",29,378626,7.66,NA,10701011897,3863
"171","Albania",2007,"male","55-74",14,224160,6.25,NA,10701011897,3863
"172","Albania",2007,"female","75+",3,57404,5.23,NA,10701011897,3863
"173","Albania",2007,"male","25-34",9,172494,5.22,NA,10701011897,3863
"174","Albania",2007,"female","15-24",13,281080,4.63,NA,10701011897,3863
"175","Albania",2007,"male","15-24",13,288349,4.51,NA,10701011897,3863
"176","Albania",2007,"female","25-34",8,183629,4.36,NA,10701011897,3863
"177","Albania",2007,"female","55-74",9,221120,4.07,NA,10701011897,3863
"178","Albania",2007,"female","35-54",14,391811,3.57,NA,10701011897,3863
"179","Albania",2007,"male","5-14",4,272497,1.47,NA,10701011897,3863
"180","Albania",2007,"female","5-14",0,256808,0,NA,10701011897,3863
"181","Albania",2008,"male","25-34",21,172855,12.15,NA,12881352688,4672
"182","Albania",2008,"male","35-54",37,377119,9.81,NA,12881352688,4672
"183","Albania",2008,"male","55-74",21,228672,9.18,NA,12881352688,4672
"184","Albania",2008,"female","75+",5,59369,8.42,NA,12881352688,4672
"185","Albania",2008,"female","15-24",20,276073,7.24,NA,12881352688,4672
"186","Albania",2008,"female","25-34",9,182663,4.93,NA,12881352688,4672
"187","Albania",2008,"female","35-54",19,393832,4.82,NA,12881352688,4672
"188","Albania",2008,"male","75+",2,44574,4.49,NA,12881352688,4672
"189","Albania",2008,"male","15-24",11,286702,3.84,NA,12881352688,4672
"190","Albania",2008,"female","55-74",7,226448,3.09,NA,12881352688,4672
"191","Albania",2008,"male","5-14",7,262464,2.67,NA,12881352688,4672
"192","Albania",2008,"female","5-14",1,246288,0.41,NA,12881352688,4672
"193","Albania",2009,"female","15-24",0,270003,0,NA,12044212904,4387
"194","Albania",2009,"female","25-34",0,182712,0,NA,12044212904,4387
"195","Albania",2009,"female","35-54",0,394286,0,NA,12044212904,4387
"196","Albania",2009,"female","5-14",0,236174,0,NA,12044212904,4387
"197","Albania",2009,"female","55-74",0,233302,0,NA,12044212904,4387
"198","Albania",2009,"female","75+",0,61582,0,NA,12044212904,4387
"199","Albania",2009,"male","15-24",0,283448,0,NA,12044212904,4387
"200","Albania",2009,"male","25-34",0,174955,0,NA,12044212904,4387
"201","Albania",2009,"male","35-54",0,374365,0,NA,12044212904,4387
"202","Albania",2009,"male","5-14",0,253007,0,NA,12044212904,4387
"203","Albania",2009,"male","55-74",0,234570,0,NA,12044212904,4387
"204","Albania",2009,"male","75+",0,47331,0,NA,12044212904,4387
"205","Albania",2010,"male","55-74",20,241852,8.27,0.722,11926953259,4359
"206","Albania",2010,"male","35-54",20,371611,5.38,0.722,11926953259,4359
"207","Albania",2010,"male","25-34",9,179720,5.01,0.722,11926953259,4359
"208","Albania",2010,"male","75+",2,50767,3.94,0.722,11926953259,4359
"209","Albania",2010,"male","15-24",10,279508,3.58,0.722,11926953259,4359
"210","Albania",2010,"female","25-34",6,183579,3.27,0.722,11926953259,4359
"211","Albania",2010,"female","75+",2,64415,3.1,0.722,11926953259,4359
"212","Albania",2010,"female","35-54",12,394593,3.04,0.722,11926953259,4359
"213","Albania",2010,"female","55-74",7,241491,2.9,0.722,11926953259,4359
"214","Albania",2010,"female","15-24",6,263581,2.28,0.722,11926953259,4359
"215","Albania",2010,"female","5-14",2,223969,0.89,0.722,11926953259,4359
"216","Albania",2010,"male","5-14",0,240939,0,0.722,11926953259,4359
"217","Antigua and Barbuda",1993,"male","25-34",1,6668,15,NA,535172778,8453
"218","Antigua and Barbuda",1993,"female","15-24",0,6182,0,NA,535172778,8453
"219","Antigua and Barbuda",1993,"female","25-34",0,6914,0,NA,535172778,8453
"220","Antigua and Barbuda",1993,"female","35-54",0,6917,0,NA,535172778,8453
"221","Antigua and Barbuda",1993,"female","5-14",0,7529,0,NA,535172778,8453
"222","Antigua and Barbuda",1993,"female","55-74",0,3662,0,NA,535172778,8453
"223","Antigua and Barbuda",1993,"female","75+",0,1386,0,NA,535172778,8453
"224","Antigua and Barbuda",1993,"male","15-24",0,6069,0,NA,535172778,8453
"225","Antigua and Barbuda",1993,"male","35-54",0,6915,0,NA,535172778,8453
"226","Antigua and Barbuda",1993,"male","5-14",0,7298,0,NA,535172778,8453
"227","Antigua and Barbuda",1993,"male","55-74",0,2879,0,NA,535172778,8453
"228","Antigua and Barbuda",1993,"male","75+",0,896,0,NA,535172778,8453
"229","Antigua and Barbuda",1994,"female","15-24",0,6083,0,NA,589429593,9062
"230","Antigua and Barbuda",1994,"female","25-34",0,7151,0,NA,589429593,9062
"231","Antigua and Barbuda",1994,"female","35-54",0,7357,0,NA,589429593,9062
"232","Antigua and Barbuda",1994,"female","5-14",0,7722,0,NA,589429593,9062
"233","Antigua and Barbuda",1994,"female","55-74",0,3715,0,NA,589429593,9062
"234","Antigua and Barbuda",1994,"female","75+",0,1437,0,NA,589429593,9062
"235","Antigua and Barbuda",1994,"male","15-24",0,5976,0,NA,589429593,9062
"236","Antigua and Barbuda",1994,"male","25-34",0,6886,0,NA,589429593,9062
"237","Antigua and Barbuda",1994,"male","35-54",0,7359,0,NA,589429593,9062
"238","Antigua and Barbuda",1994,"male","5-14",0,7494,0,NA,589429593,9062
"239","Antigua and Barbuda",1994,"male","55-74",0,2935,0,NA,589429593,9062
"240","Antigua and Barbuda",1994,"male","75+",0,929,0,NA,589429593,9062
"241","Antigua and Barbuda",1995,"female","15-24",0,6099,0,NA,577280741,8636
"242","Antigua and Barbuda",1995,"female","25-34",0,7333,0,NA,577280741,8636
"243","Antigua and Barbuda",1995,"female","35-54",0,7851,0,NA,577280741,8636
"244","Antigua and Barbuda",1995,"female","5-14",0,7885,0,NA,577280741,8636
"245","Antigua and Barbuda",1995,"female","55-74",0,3808,0,NA,577280741,8636
"246","Antigua and Barbuda",1995,"female","75+",0,1488,0,NA,577280741,8636
"247","Antigua and Barbuda",1995,"male","15-24",0,5953,0,NA,577280741,8636
"248","Antigua and Barbuda",1995,"male","25-34",0,7023,0,NA,577280741,8636
"249","Antigua and Barbuda",1995,"male","35-54",0,7809,0,NA,577280741,8636
"250","Antigua and Barbuda",1995,"male","5-14",0,7632,0,NA,577280741,8636
"251","Antigua and Barbuda",1995,"male","55-74",0,3021,0,NA,577280741,8636
"252","Antigua and Barbuda",1995,"male","75+",0,944,0,NA,577280741,8636
"253","Antigua and Barbuda",1998,"female","15-24",0,6529,0,NA,727860593,10078
"254","Antigua and Barbuda",1998,"female","25-34",0,8332,0,NA,727860593,10078
"255","Antigua and Barbuda",1998,"female","35-54",0,9615,0,NA,727860593,10078
"256","Antigua and Barbuda",1998,"female","5-14",0,8183,0,NA,727860593,10078
"257","Antigua and Barbuda",1998,"female","55-74",0,3921,0,NA,727860593,10078
"258","Antigua and Barbuda",1998,"female","75+",0,1476,0,NA,727860593,10078
"259","Antigua and Barbuda",1998,"male","15-24",0,5916,0,NA,727860593,10078
"260","Antigua and Barbuda",1998,"male","25-34",0,7294,0,NA,727860593,10078
"261","Antigua and Barbuda",1998,"male","35-54",0,9086,0,NA,727860593,10078
"262","Antigua and Barbuda",1998,"male","5-14",0,7706,0,NA,727860593,10078
"263","Antigua and Barbuda",1998,"male","55-74",0,3213,0,NA,727860593,10078
"264","Antigua and Barbuda",1998,"male","75+",0,954,0,NA,727860593,10078
"265","Antigua and Barbuda",1999,"female","15-24",0,6589,0,NA,766198926,10378
"266","Antigua and Barbuda",1999,"female","25-34",0,8526,0,NA,766198926,10378
"267","Antigua and Barbuda",1999,"female","35-54",0,10311,0,NA,766198926,10378
"268","Antigua and Barbuda",1999,"female","5-14",0,8314,0,NA,766198926,10378
"269","Antigua and Barbuda",1999,"female","55-74",0,3968,0,NA,766198926,10378
"270","Antigua and Barbuda",1999,"female","75+",0,1451,0,NA,766198926,10378
"271","Antigua and Barbuda",1999,"male","15-24",0,5845,0,NA,766198926,10378
"272","Antigua and Barbuda",1999,"male","25-34",0,7263,0,NA,766198926,10378
"273","Antigua and Barbuda",1999,"male","35-54",0,9537,0,NA,766198926,10378
"274","Antigua and Barbuda",1999,"male","5-14",0,7805,0,NA,766198926,10378
"275","Antigua and Barbuda",1999,"male","55-74",0,3276,0,NA,766198926,10378
"276","Antigua and Barbuda",1999,"male","75+",0,947,0,NA,766198926,10378
"277","Antigua and Barbuda",2000,"male","55-74",1,3333,30,NA,830158778,11021
"278","Antigua and Barbuda",2000,"male","35-54",1,10033,9.97,NA,830158778,11021
"279","Antigua and Barbuda",2000,"female","15-24",0,6616,0,NA,830158778,11021
"280","Antigua and Barbuda",2000,"female","25-34",0,8595,0,NA,830158778,11021
"281","Antigua and Barbuda",2000,"female","35-54",0,11040,0,NA,830158778,11021
"282","Antigua and Barbuda",2000,"female","5-14",0,8439,0,NA,830158778,11021
"283","Antigua and Barbuda",2000,"female","55-74",0,3986,0,NA,830158778,11021
"284","Antigua and Barbuda",2000,"female","75+",0,1413,0,NA,830158778,11021
"285","Antigua and Barbuda",2000,"male","15-24",0,5783,0,NA,830158778,11021
"286","Antigua and Barbuda",2000,"male","25-34",0,7177,0,NA,830158778,11021
"287","Antigua and Barbuda",2000,"male","5-14",0,7973,0,NA,830158778,11021
"288","Antigua and Barbuda",2000,"male","75+",0,938,0,NA,830158778,11021
"289","Antigua and Barbuda",2001,"male","35-54",2,10281,19.45,NA,800740259,10468
"290","Antigua and Barbuda",2001,"female","15-24",0,6902,0,NA,800740259,10468
"291","Antigua and Barbuda",2001,"female","25-34",0,8425,0,NA,800740259,10468
"292","Antigua and Barbuda",2001,"female","35-54",0,11402,0,NA,800740259,10468
"293","Antigua and Barbuda",2001,"female","5-14",0,8428,0,NA,800740259,10468
"294","Antigua and Barbuda",2001,"female","55-74",0,4037,0,NA,800740259,10468
"295","Antigua and Barbuda",2001,"female","75+",0,1487,0,NA,800740259,10468
"296","Antigua and Barbuda",2001,"male","15-24",0,6084,0,NA,800740259,10468
"297","Antigua and Barbuda",2001,"male","25-34",0,7071,0,NA,800740259,10468
"298","Antigua and Barbuda",2001,"male","5-14",0,7958,0,NA,800740259,10468
"299","Antigua and Barbuda",2001,"male","55-74",0,3442,0,NA,800740259,10468
"300","Antigua and Barbuda",2001,"male","75+",0,980,0,NA,800740259,10468
"301","Antigua and Barbuda",2002,"female","15-24",0,7196,0,NA,814615333,10499
"302","Antigua and Barbuda",2002,"female","25-34",0,8155,0,NA,814615333,10499
"303","Antigua and Barbuda",2002,"female","35-54",0,11760,0,NA,814615333,10499
"304","Antigua and Barbuda",2002,"female","5-14",0,8408,0,NA,814615333,10499
"305","Antigua and Barbuda",2002,"female","55-74",0,4050,0,NA,814615333,10499
"306","Antigua and Barbuda",2002,"female","75+",0,1547,0,NA,814615333,10499
"307","Antigua and Barbuda",2002,"male","15-24",0,6416,0,NA,814615333,10499
"308","Antigua and Barbuda",2002,"male","25-34",0,6921,0,NA,814615333,10499
"309","Antigua and Barbuda",2002,"male","35-54",0,10604,0,NA,814615333,10499
"310","Antigua and Barbuda",2002,"male","5-14",0,7980,0,NA,814615333,10499
"311","Antigua and Barbuda",2002,"male","55-74",0,3527,0,NA,814615333,10499
"312","Antigua and Barbuda",2002,"male","75+",0,1024,0,NA,814615333,10499
"313","Antigua and Barbuda",2003,"male","55-74",1,3594,27.82,NA,855643111,10878
"314","Antigua and Barbuda",2003,"female","15-24",0,7454,0,NA,855643111,10878
"315","Antigua and Barbuda",2003,"female","25-34",0,7831,0,NA,855643111,10878
"316","Antigua and Barbuda",2003,"female","35-54",0,12129,0,NA,855643111,10878
"317","Antigua and Barbuda",2003,"female","5-14",0,8423,0,NA,855643111,10878
"318","Antigua and Barbuda",2003,"female","55-74",0,4054,0,NA,855643111,10878
"319","Antigua and Barbuda",2003,"female","75+",0,1583,0,NA,855643111,10878
"320","Antigua and Barbuda",2003,"male","15-24",0,6730,0,NA,855643111,10878
"321","Antigua and Barbuda",2003,"male","25-34",0,6734,0,NA,855643111,10878
"322","Antigua and Barbuda",2003,"male","35-54",0,10997,0,NA,855643111,10878
"323","Antigua and Barbuda",2003,"male","5-14",0,8061,0,NA,855643111,10878
"324","Antigua and Barbuda",2003,"male","75+",0,1068,0,NA,855643111,10878
"325","Antigua and Barbuda",2004,"male","55-74",1,3665,27.29,NA,919577148,11535
"326","Antigua and Barbuda",2004,"male","35-54",1,11406,8.77,NA,919577148,11535
"327","Antigua and Barbuda",2004,"female","15-24",0,7648,0,NA,919577148,11535
"328","Antigua and Barbuda",2004,"female","25-34",0,7531,0,NA,919577148,11535
"329","Antigua and Barbuda",2004,"female","35-54",0,12492,0,NA,919577148,11535
"330","Antigua and Barbuda",2004,"female","5-14",0,8488,0,NA,919577148,11535
"331","Antigua and Barbuda",2004,"female","55-74",0,4088,0,NA,919577148,11535
"332","Antigua and Barbuda",2004,"female","75+",0,1590,0,NA,919577148,11535
"333","Antigua and Barbuda",2004,"male","15-24",0,6968,0,NA,919577148,11535
"334","Antigua and Barbuda",2004,"male","25-34",0,6556,0,NA,919577148,11535
"335","Antigua and Barbuda",2004,"male","5-14",0,8196,0,NA,919577148,11535
"336","Antigua and Barbuda",2004,"male","75+",0,1094,0,NA,919577148,11535
"337","Antigua and Barbuda",2005,"female","15-24",0,7780,0,NA,1022191296,12649
"338","Antigua and Barbuda",2005,"female","25-34",0,7327,0,NA,1022191296,12649
"339","Antigua and Barbuda",2005,"female","35-54",0,12835,0,NA,1022191296,12649
"340","Antigua and Barbuda",2005,"female","5-14",0,8584,0,NA,1022191296,12649
"341","Antigua and Barbuda",2005,"female","55-74",0,4157,0,NA,1022191296,12649
"342","Antigua and Barbuda",2005,"female","75+",0,1575,0,NA,1022191296,12649
"343","Antigua and Barbuda",2005,"male","15-24",0,7113,0,NA,1022191296,12649
"344","Antigua and Barbuda",2005,"male","25-34",0,6444,0,NA,1022191296,12649
"345","Antigua and Barbuda",2005,"male","35-54",0,11778,0,NA,1022191296,12649
"346","Antigua and Barbuda",2005,"male","5-14",0,8358,0,NA,1022191296,12649
"347","Antigua and Barbuda",2005,"male","55-74",0,3748,0,NA,1022191296,12649
"348","Antigua and Barbuda",2005,"male","75+",0,1110,0,NA,1022191296,12649
"349","Antigua and Barbuda",2006,"female","15-24",0,7902,0,NA,1157005444,14114
"350","Antigua and Barbuda",2006,"female","25-34",0,7098,0,NA,1157005444,14114
"351","Antigua and Barbuda",2006,"female","35-54",0,13374,0,NA,1157005444,14114
"352","Antigua and Barbuda",2006,"female","5-14",0,8571,0,NA,1157005444,14114
"353","Antigua and Barbuda",2006,"female","55-74",0,4256,0,NA,1157005444,14114
"354","Antigua and Barbuda",2006,"female","75+",0,1573,0,NA,1157005444,14114
"355","Antigua and Barbuda",2006,"male","15-24",0,7239,0,NA,1157005444,14114
"356","Antigua and Barbuda",2006,"male","25-34",0,6319,0,NA,1157005444,14114
"357","Antigua and Barbuda",2006,"male","35-54",0,12202,0,NA,1157005444,14114
"358","Antigua and Barbuda",2006,"male","5-14",0,8485,0,NA,1157005444,14114
"359","Antigua and Barbuda",2006,"male","55-74",0,3847,0,NA,1157005444,14114
"360","Antigua and Barbuda",2006,"male","75+",0,1107,0,NA,1157005444,14114
"361","Antigua and Barbuda",2007,"male","35-54",1,12530,7.98,NA,1311401333,15775
"362","Antigua and Barbuda",2007,"female","15-24",0,8013,0,NA,1311401333,15775
"363","Antigua and Barbuda",2007,"female","25-34",0,6962,0,NA,1311401333,15775
"364","Antigua and Barbuda",2007,"female","35-54",0,13860,0,NA,1311401333,15775
